code,Profession,DWA ID,Detailed Work Activity
11-3051.02,Geothermal Production Managers,4.A.4.a.2.I01.D02,Communicate green energy production information.
11-3051.02,Geothermal Production Managers,4.A.3.b.4.I02.D11,Maintain green energy production plant equipment.
11-3051.02,Geothermal Production Managers,4.A.3.b.6.I08.D04,Maintain operational records for green energy processes or other environmentally-sustainable activities.
11-3051.02,Geothermal Production Managers,4.A.3.b.6.I13.D04,Prepare forms or applications.
11-3051.02,Geothermal Production Managers,4.A.3.b.6.I14.D02,Prepare reports related to compliance matters.
11-3051.02,Geothermal Production Managers,4.A.3.b.6.I13.D04,Prepare forms or applications.
11-3051.02,Geothermal Production Managers,4.A.3.b.4.I02.D11,Maintain green energy production plant equipment.
11-3051.02,Geothermal Production Managers,4.A.4.b.4.I12.D27,Direct facility maintenance or repair activities.
11-3051.02,Geothermal Production Managers,4.A.4.a.7.I02.D08,"Negotiate contracts for environmental remediation, green energy, or renewable resources."
11-3051.02,Geothermal Production Managers,4.A.1.a.2.I01.D08,"Monitor green energy equipment, systems, or facilities."
11-3051.02,Geothermal Production Managers,4.A.1.a.2.I01.D08,"Monitor green energy equipment, systems, or facilities."
11-3051.02,Geothermal Production Managers,4.A.2.b.2.I20.D01,"Develop operating strategies, plans, or procedures for green or sustainable operations."
11-3051.02,Geothermal Production Managers,4.A.4.b.4.I09.D09,Prepare operational budgets for green energy or other green operations.
11-3051.02,Geothermal Production Managers,4.A.4.b.4.I01.D19,Supervise workers performing environmentally sustainable activities.
11-3051.02,Geothermal Production Managers,4.A.4.b.4.I12.D10,Direct green energy production operations.
11-3051.02,Geothermal Production Managers,4.A.4.b.4.I12.D25,Direct maintenance and repair activities in green energy production facilities.
11-3051.02,Geothermal Production Managers,4.A.1.a.2.I02.D17,Inspect operations of green energy facilities.
49-9099.01,Geothermal Technicians,4.A.2.b.1.I02.D02,Troubleshoot equipment or systems operation problems.
49-9099.01,Geothermal Technicians,4.A.3.b.4.I06.D02,Repair green energy equipment or systems.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment."
49-9099.01,Geothermal Technicians,4.A.3.b.4.I01.D06,"Service heating, ventilation or air-conditioning (HVAC) systems or components."
49-9099.01,Geothermal Technicians,4.A.3.a.2.I09.D05,Adjust equipment to ensure optimal performance.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I09.D05,Adjust equipment to ensure optimal performance.
49-9099.01,Geothermal Technicians,4.A.3.a.1.I07.D03,Pour materials into or on designated areas.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment."
49-9099.01,Geothermal Technicians,4.A.2.b.2.I14.D02,Develop equipment or component configurations.
49-9099.01,Geothermal Technicians,4.A.2.b.1.I08.D11,"Determine types of equipment, tools, or materials needed for jobs."
49-9099.01,Geothermal Technicians,4.A.3.a.1.I07.D01,Dig holes or trenches.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I43.D02,Install piping for installation or maintenance activities.
49-9099.01,Geothermal Technicians,4.A.3.b.4.I01.D06,"Service heating, ventilation or air-conditioning (HVAC) systems or components."
49-9099.01,Geothermal Technicians,4.A.2.b.1.I08.D11,"Determine types of equipment, tools, or materials needed for jobs."
49-9099.01,Geothermal Technicians,4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment."
49-9099.01,Geothermal Technicians,4.A.3.b.4.I02.D16,Maintain work equipment or machinery.
49-9099.01,Geothermal Technicians,4.A.3.b.4.I03.D03,Repair electronic equipment.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I09.D06,Calibrate equipment to specifications.
49-9099.01,Geothermal Technicians,4.A.3.b.4.I03.D03,Repair electronic equipment.
49-9099.01,Geothermal Technicians,4.A.1.b.2.I12.D05,Test mechanical equipment to ensure proper functioning.
49-9099.01,Geothermal Technicians,4.A.3.a.1.I04.D02,Apply protective coverings to objects or surfaces near work areas.
49-9099.01,Geothermal Technicians,4.A.3.b.6.I08.D11,Document operational activities.
49-9099.01,Geothermal Technicians,4.A.2.b.1.I08.D11,"Determine types of equipment, tools, or materials needed for jobs."
49-9099.01,Geothermal Technicians,4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment."
49-9099.01,Geothermal Technicians,4.A.3.b.4.I02.D16,Maintain work equipment or machinery.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment."
49-9099.01,Geothermal Technicians,4.A.3.a.1.I10.D06,Move large objects using heavy equipment.
49-9099.01,Geothermal Technicians,4.A.3.b.6.I08.D11,Document operational activities.
49-9099.01,Geothermal Technicians,4.A.3.b.6.I08.D24,Maintain repair or maintenance records.
49-9099.01,Geothermal Technicians,4.A.1.b.2.I03.D06,Test fluids to identify contamination or other problems.
49-9099.01,Geothermal Technicians,4.A.3.a.2.I35.D05,Operate welding equipment.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.1.b.3.I01.D11,Weigh finished products.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.b.6.I08.D03,Record operational or production data.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I13.D05,Heat material or workpieces to prepare for or complete production.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I07.D03,Shape glass or similar materials.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I09.D07,Adjust temperature controls of ovens or other heating equipment.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I07.D03,Shape glass or similar materials.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.2.b.2.I18.D10,Create diagrams or blueprints for workpieces or products.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.2.b.1.I10.D05,Select production input materials.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I41.D08,Draw guide lines or markings on materials or workpieces using patterns or other references.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I13.D06,"Melt metal, plastic, or other materials to prepare for production."
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I40.D01,Apply parting agents or other solutions to molds.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.2.I12.D04,Cut industrial materials in preparation for fabrication or processing.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.1.I06.D04,Place materials into molds.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.2.b.2.I25.D04,Design jewelry or decorative objects.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.b.4.I06.D01,Replace worn equipment components.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.b.4.I06.D04,Repair production equipment or tools.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.3.I12.D01,Operate grinding equipment.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.b.4.I02.D02,Maintain production or processing equipment.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",4.A.3.a.3.I06.D07,Operate heating or drying equipment.
47-2121.00,Glaziers,4.A.1.a.1.I02.D09,Review blueprints or specifications to determine work requirements.
47-2121.00,Glaziers,4.A.1.b.2.I06.D01,Verify alignment of structures or equipment.
47-2121.00,Glaziers,4.A.3.a.2.I01.D06,Install metal structural components.
47-2121.00,Glaziers,4.A.3.a.2.I27.D02,Fabricate parts or components.
47-2121.00,Glaziers,4.A.1.b.3.I01.D16,Measure materials or objects for installation or assembly.
47-2121.00,Glaziers,4.A.3.a.2.I01.D14,Install doors or windows.
47-2121.00,Glaziers,4.A.3.a.2.I39.D04,Apply material to fill gaps in surfaces.
47-2121.00,Glaziers,4.A.3.a.2.I01.D13,Install building fixtures.
47-2121.00,Glaziers,4.A.3.a.2.I12.D10,Cut glass.
47-2121.00,Glaziers,4.A.3.a.1.I05.D05,"Remove worn, damaged or outdated materials from work areas."
47-2121.00,Glaziers,4.A.3.a.2.I12.D10,Cut glass.
47-2121.00,Glaziers,4.A.3.a.2.I01.D14,Install doors or windows.
47-2121.00,Glaziers,4.A.3.a.2.I12.D10,Cut glass.
47-2121.00,Glaziers,4.A.3.a.2.I01.D13,Install building fixtures.
47-2121.00,Glaziers,4.A.3.a.1.I06.D03,Load or unload materials used in construction or extraction.
47-2121.00,Glaziers,4.A.3.a.4.I01.D10,Drive trucks or truck-mounted equipment.
47-2121.00,Glaziers,4.A.3.a.2.I01.D06,Install metal structural components.
47-2121.00,Glaziers,4.A.3.a.2.I01.D17,Install wooden structural components.
47-2121.00,Glaziers,4.A.3.a.2.I01.D14,Install doors or windows.
47-2121.00,Glaziers,4.A.3.a.2.I12.D06,Cut metal components for installation.
47-2121.00,Glaziers,4.A.3.a.2.I12.D07,Cut wood components for installation.
47-2121.00,Glaziers,4.A.3.a.2.I01.D08,Assemble temporary equipment or structures.
47-2121.00,Glaziers,4.A.3.a.2.I19.D05,Dismantle equipment or temporary structures.
47-2121.00,Glaziers,4.A.3.a.1.I06.D03,Load or unload materials used in construction or extraction.
47-2121.00,Glaziers,4.A.3.a.3.I08.D03,"Operate cranes, hoists, or other moving or lifting equipment."
47-2121.00,Glaziers,4.A.1.b.3.I01.D16,Measure materials or objects for installation or assembly.
47-2121.00,Glaziers,4.A.3.a.2.I41.D05,Mark reference points on construction materials.
47-2121.00,Glaziers,4.A.3.a.2.I15.D06,Smooth surfaces with abrasive materials or tools.
47-2121.00,Glaziers,4.A.3.a.2.I12.D10,Cut glass.
47-2121.00,Glaziers,4.A.3.a.2.I12.D09,Trim excess material from installations.
47-2121.00,Glaziers,4.A.3.a.2.I39.D04,Apply material to fill gaps in surfaces.
47-2121.00,Glaziers,4.A.3.a.3.I08.D03,"Operate cranes, hoists, or other moving or lifting equipment."
47-2121.00,Glaziers,4.A.4.a.1.I02.D06,"Communicate with clients about products, procedures, and policies."
47-2121.00,Glaziers,4.A.2.b.1.I10.D07,Select construction materials.
47-2121.00,Glaziers,4.A.3.a.1.I04.D01,Protect structures or surfaces near work areas to avoid damage.
47-2121.00,Glaziers,4.A.3.a.1.I07.D06,Apply adhesives to construction materials.
47-2121.00,Glaziers,4.A.1.b.3.I01.D16,Measure materials or objects for installation or assembly.
47-2121.00,Glaziers,4.A.3.a.2.I12.D11,"Cut carpet, vinyl or other flexible materials."
47-2121.00,Glaziers,4.A.3.a.2.I45.D03,Apply decorative or textured finishes or coverings.
13-1041.04,Government Property Inspectors and Investigators,4.A.4.a.3.I03.D06,Inform individuals or organizations of status or findings.
13-1041.04,Government Property Inspectors and Investigators,4.A.2.a.2.I01.D05,Verify accuracy of financial information.
13-1041.04,Government Property Inspectors and Investigators,4.A.1.a.2.I11.D04,Monitor organizational compliance with regulations.
13-1041.04,Government Property Inspectors and Investigators,4.A.1.a.1.I03.D01,Collect evidence for legal proceedings.
13-1041.04,Government Property Inspectors and Investigators,4.A.2.a.3.I01.D03,Examine product information to ensure compliance with regulations.
13-1041.04,Government Property Inspectors and Investigators,4.A.4.b.4.I15.D04,Coordinate enforcement of laws or regulations.
13-1041.04,Government Property Inspectors and Investigators,4.A.4.a.3.I01.D01,Testify at legal or legislative proceedings.
13-1041.04,Government Property Inspectors and Investigators,4.A.1.b.2.I05.D08,Inspect facilities or equipment to ensure specifications are met.
13-1041.04,Government Property Inspectors and Investigators,4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.
13-1041.04,Government Property Inspectors and Investigators,4.A.4.a.2.I11.D01,Communicate with government agencies.
13-1041.04,Government Property Inspectors and Investigators,4.A.1.a.1.I23.D09,"Interview witnesses, suspects, or claimants."
13-1041.04,Government Property Inspectors and Investigators,4.A.1.b.2.I05.D08,Inspect facilities or equipment to ensure specifications are met.
13-1041.04,Government Property Inspectors and Investigators,4.A.1.a.1.I03.D04,Investigate legal issues.
13-1041.04,Government Property Inspectors and Investigators,4.A.2.a.3.I01.D05,Review license or permit applications.
13-1041.04,Government Property Inspectors and Investigators,4.A.1.a.1.I03.D04,Investigate legal issues.
45-2041.00,"Graders and Sorters, Agricultural Products",4.A.2.a.2.I02.D04,Sort forestry or agricultural materials.
45-2041.00,"Graders and Sorters, Agricultural Products",4.A.3.a.2.I42.D01,Package agricultural products for shipment or further processing.
45-2041.00,"Graders and Sorters, Agricultural Products",4.A.1.b.3.I01.D07,Measure physical characteristics of forestry or agricultural products.
45-2041.00,"Graders and Sorters, Agricultural Products",4.A.1.b.1.I01.D02,Mark agricultural or forestry products for identification.
45-2041.00,"Graders and Sorters, Agricultural Products",4.A.3.a.2.I42.D01,Package agricultural products for shipment or further processing.
45-2041.00,"Graders and Sorters, Agricultural Products",4.A.3.b.6.I08.D08,Record agricultural or forestry inventory data.
