code,Profession,Task ID,Count,Task
33-1011.00,First-Line Supervisors of Correctional Officers,9447,1,"Transfer or transport offenders on foot or by driving vehicles, such as trailers, vans, or buses."
33-1011.00,First-Line Supervisors of Correctional Officers,9448,1,Examine incoming or outgoing mail to ensure conformance with regulations.
33-1011.00,First-Line Supervisors of Correctional Officers,9449,1,Convey correctional officers' or inmates' complaints to superiors.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23157,1,Analyze and record personnel or operational data and write related activity reports.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23158,1,Apply customer feedback to service improvement efforts.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23159,1,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service."
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23160,1,Collaborate with staff members to plan or develop programs of events or schedules of activities.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23160,1,Collaborate with staff members to plan or develop programs of events or schedules of activities.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23161,1,Direct or coordinate the activities of entertainment and recreation related workers.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23162,1,Furnish customers with information on events or activities.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23163,1,Inform workers about interests or special needs of specific groups.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23164,1,Inspect work areas or operating equipment to ensure conformance to established standards in areas such as cleanliness or maintenance.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23164,1,Inspect work areas or operating equipment to ensure conformance to established standards in areas such as cleanliness or maintenance.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23165,1,Meet with managers or other supervisors to stay informed of changes affecting workers or operations.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23166,1,Observe and evaluate workers' appearance and performance to ensure quality service and compliance with specifications.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23167,1,Participate in continuing education to stay abreast of industry trends and developments.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23168,1,"Plan, direct, or supervise recreational and entertainment activities led by staff, such as sports, aquatics, games, or performing arts."
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23168,1,"Plan, direct, or supervise recreational and entertainment activities led by staff, such as sports, aquatics, games, or performing arts."
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23169,1,Provide staff with assistance in performing difficult or complicated duties.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23170,1,Recruit and hire staff members.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23171,1,"Requisition supplies and equipment necessary for workers to facilitate recreational or entertainment activities, such as safety harnesses, flash lights, or first aid kits."
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23172,1,Resolve customer complaints regarding worker performance or services rendered.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23173,1,Serve as a point of contact between managerial staff and leaders of recreational or entertainment activities.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23174,1,Take disciplinary action to address performance problems.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23175,1,Train workers in proper operational procedures and functions and explain company policies.
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",23175,1,Train workers in proper operational procedures and functions and explain company policies.
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23340,1,"Assign tasks such as feeding and treatment of animals, and cleaning and maintenance of animal quarters."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23341,1,"Record the numbers and types of fish or shellfish reared, harvested, released, sold, and shipped."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23342,1,"Monitor workers to ensure that safety regulations are followed, warning or disciplining those who violate safety regulations."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23343,1,"Observe animals for signs of illness, injury, or unusual behavior, notifying veterinarians or managers as warranted."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23344,1,"Observe fish and beds or ponds to detect diseases, monitor fish growth, determine quality of fish, or determine completeness of harvesting."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23345,1,"Train workers in tree felling or bucking, operation of tractors or loading machines, yarding or loading techniques, or safety regulations."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23346,1,"Treat animal illnesses or injuries, following experience or instructions of veterinarians."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23347,1,"Train workers in spawning, rearing, cultivating, and harvesting methods, and in the use of equipment."
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",23348,1,"Train workers in techniques such as planting, harvesting, weeding, or insect identification and in the use of safety measures."
